location,week,new_cases,stringency_index,total_deaths,population,total_tests
Albania,2020-03-09,42.0,81.48,1.0,2877800.0,532.0
Albania,2020-03-16,47.0,81.48,2.0,2877800.0,811.0
Albania,2020-03-23,123.0,84.26,10.0,2877800.0,1317.0
Albania,2020-03-30,149.0,84.26,20.0,2877800.0,2277.0
Albania,2020-04-06,85.0,84.26,23.0,2877800.0,3758.0
Albania,2020-04-13,116.0,89.81,26.0,2877800.0,5423.0
Albania,2020-04-20,164.0,89.81,28.0,2877800.0,7160.0
Albania,2020-04-27,69.0,89.81,31.0,2877800.0,8747.0
Albania,2020-05-04,73.0,89.81,31.0,2877800.0,10319.0
Albania,2020-05-11,78.0,89.81,31.0,2877800.0,11905.0
Albania,2020-05-18,52.0,83.33,32.0,2877800.0,13160.0
Albania,2020-05-25,139.0,86.11,33.0,2877800.0,14604.0
Albania,2020-06-01,109.0,71.3,34.0,2877800.0,16136.0
Albania,2020-06-08,275.0,71.3,36.0,2877800.0,18131.0
Albania,2020-06-15,441.0,71.3,44.0,2877800.0,20404.0
Albania,2020-06-22,440.0,68.52,55.0,2877800.0,22793.0
Albania,2020-06-29,491.0,68.52,76.0,2877800.0,25302.0
Albania,2020-07-06,561.0,62.96,93.0,2877800.0,28228.0
Albania,2020-07-13,636.0,62.96,112.0,2877800.0,31313.0
Albania,2020-07-20,673.0,62.96,138.0,2877800.0,34407.0
Albania,2020-07-27,756.0,62.96,166.0,2877800.0,37907.0
Albania,2020-08-03,892.0,62.96,199.0,2877800.0,41666.0
Albania,2020-08-10,969.0,57.41,228.0,2877800.0,45958.0
Albania,2020-08-17,1047.0,57.41,250.0,2877800.0,51588.0
Albania,2020-08-24,953.0,57.41,280.0,2877800.0,57548.0
Albania,2020-08-31,875.0,54.63,316.0,2877800.0,63435.0
Albania,2020-09-07,1098.0,54.63,334.0,2877800.0,69435.0
Albania,2020-09-14,1032.0,54.63,362.0,2877800.0,75261.0
Albania,2020-09-21,874.0,54.63,377.0,2877800.0,81085.0
Albania,2020-09-28,1007.0,54.63,396.0,2877800.0,87640.0
Albania,2020-10-05,1133.0,54.63,420.0,2877800.0,94177.0
Albania,2020-10-12,1656.0,54.63,451.0,2877800.0,102900.0
Albania,2020-10-19,2102.0,54.63,477.0,2877800.0,112556.0
Albania,2020-10-26,2045.0,54.63,518.0,2877800.0,122223.0
Albania,2020-11-02,3004.0,50.93,559.0,2877800.0,134645.0
Albania,2020-11-09,3624.0,65.74,623.0,2877800.0,147986.0
Albania,2020-11-16,4931.0,65.74,699.0,2877800.0,162245.0
Albania,2020-11-23,4864.0,65.74,798.0,2877800.0,175190.0
Albania,2020-11-30,5363.0,65.74,905.0,2877800.0,188624.0
Albania,2020-12-07,5542.0,65.74,1003.0,2877800.0,206292.0
Albania,2020-12-14,4473.0,65.74,1088.0,2877800.0,223331.0
Albania,2020-12-21,3251.0,60.19,1153.0,2877800.0,238305.0
Albania,2020-12-28,3184.0,56.48,1193.0,2877800.0,252718.0
Albania,2021-01-04,4157.0,56.48,1241.0,2877800.0,276420.0
Albania,2021-01-11,4095.0,60.19,1277.0,2877800.0,297804.0
Albania,2021-01-18,4584.0,60.19,1315.0,2877800.0,319414.0
Albania,2021-01-25,5853.0,60.19,1380.0,2877800.0,343109.0
Albania,2021-02-01,7209.0,60.19,1460.0,2877800.0,366557.0
Albania,2021-02-08,7739.0,60.19,1555.0,2877800.0,394640.0
Albania,2021-02-15,7171.0,60.19,1666.0,2877800.0,418154.0
Albania,2021-02-22,6921.0,60.19,1796.0,2877800.0,444449.0
Albania,2021-03-01,5730.0,60.19,1939.0,2877800.0,466800.0
Albania,2021-03-08,4577.0,60.19,2045.0,2877800.0,488739.0
Albania,2021-03-15,3726.0,60.19,2137.0,2877800.0,510460.0
Albania,2021-03-22,2934.0,60.19,2210.0,2877800.0,528971.0
Albania,2021-03-29,2397.0,60.19,2265.0,2877800.0,548412.0
Albania,2021-04-05,1862.0,60.19,2317.0,2877800.0,567392.0
Albania,2021-04-12,1201.0,54.63,2342.0,2877800.0,585473.0
Albania,2021-04-19,943.0,54.63,2378.0,2877800.0,604774.0
Albania,2021-04-26,701.0,54.63,2397.0,2877800.0,620249.0
Albania,2021-05-03,485.0,63.89,2412.0,2877800.0,629675.0
Andorra,2020-11-02,558.0,59.26,75.0,77265.0,85772.0
Andorra,2020-11-09,489.0,59.26,76.0,77265.0,92183.0
Andorra,2020-11-16,384.0,59.26,76.0,77265.0,97416.0
Andorra,2021-01-04,394.0,52.78,85.0,77265.0,127577.0
Andorra,2021-01-11,497.0,52.78,91.0,77265.0,130657.0
Andorra,2021-01-18,466.0,52.78,96.0,77265.0,134259.0
Andorra,2021-01-25,388.0,55.56,101.0,77265.0,140701.0
Andorra,2021-02-01,314.0,55.56,106.0,77265.0,144933.0
Andorra,2021-02-08,252.0,55.56,107.0,77265.0,148604.0
Andorra,2021-02-15,196.0,55.56,107.0,77265.0,152578.0
Andorra,2021-02-22,167.0,55.56,110.0,77265.0,154962.0
Andorra,2021-03-01,176.0,55.56,112.0,77265.0,157356.0
Andorra,2021-03-08,224.0,55.56,113.0,77265.0,159725.0
Andorra,2021-03-15,251.0,55.56,113.0,77265.0,162071.0
Andorra,2021-03-22,333.0,55.56,115.0,77265.0,164665.0
Andorra,2021-03-29,381.0,52.78,117.0,77265.0,168244.0
Andorra,2021-04-05,314.0,52.78,120.0,77265.0,171485.0
Andorra,2021-04-12,260.0,52.78,123.0,77265.0,173789.0
Andorra,2021-04-19,255.0,52.78,124.0,77265.0,177079.0
Andorra,2021-04-26,222.0,65.74,127.0,77265.0,180633.0
Andorra,2021-05-03,141.0,65.74,127.0,77265.0,183476.0
Argentina,2020-03-02,12.0,11.11,1.0,45195777.0,592.0
Argentina,2020-03-09,33.0,25.0,2.0,45195777.0,941.0
Argentina,2020-03-16,221.0,88.89,4.0,45195777.0,2331.0
Argentina,2020-03-23,479.0,100.0,19.0,45195777.0,5856.0
Argentina,2020-03-30,706.0,100.0,44.0,45195777.0,13650.0
Argentina,2020-04-06,691.0,100.0,90.0,45195777.0,25189.0
Argentina,2020-04-13,697.0,100.0,132.0,45195777.0,39220.0
Argentina,2020-04-20,1053.0,100.0,192.0,45195777.0,56776.0
Argentina,2020-04-27,891.0,88.89,246.0,45195777.0,74754.0
Argentina,2020-05-04,1251.0,88.89,305.0,45195777.0,98792.0
Argentina,2020-05-11,2034.0,94.44,373.0,45195777.0,125290.0
Argentina,2020-05-18,4008.0,90.74,452.0,45195777.0,160732.0
Argentina,2020-05-25,4775.0,90.74,539.0,45195777.0,197438.0
Argentina,2020-06-01,5943.0,90.74,664.0,45195777.0,238101.0
Argentina,2020-06-08,8783.0,88.89,833.0,45195777.0,290191.0
Argentina,2020-06-15,11208.0,88.89,1011.0,45195777.0,349813.0
Argentina,2020-06-22,17148.0,88.89,1232.0,45195777.0,421580.0
Argentina,2020-06-29,17882.0,92.59,1507.0,45195777.0,496991.0
Argentina,2020-07-06,22351.0,92.59,1845.0,45195777.0,579581.0
Argentina,2020-07-13,26589.0,92.59,2260.0,45195777.0,678220.0
Argentina,2020-07-20,35771.0,90.74,2939.0,45195777.0,792338.0
Argentina,2020-07-27,39393.0,90.74,3648.0,45195777.0,917691.0
Argentina,2020-08-03,44580.0,88.89,4606.0,45195777.0,1059423.0
Argentina,2020-08-10,48070.0,87.96,5703.0,45195777.0,1212942.0
Argentina,2020-08-17,47585.0,87.96,6985.0,45195777.0,1355817.0
Argentina,2020-08-24,66272.0,87.96,8457.0,45195777.0,1524395.0
Argentina,2020-08-31,70366.0,87.96,9859.0,45195777.0,1696406.0
Argentina,2020-09-07,76745.0,87.96,11352.0,45195777.0,1883710.0
Argentina,2020-09-14,75828.0,87.96,13053.0,45195777.0,2067261.0
Argentina,2020-09-21,79960.0,87.96,15749.0,45195777.0,2246069.0
Argentina,2020-09-28,87161.0,87.96,21018.0,45195777.0,2430107.0
Argentina,2020-10-05,95720.0,87.96,23868.0,45195777.0,2614569.0
Argentina,2020-10-12,95474.0,82.87,26267.0,45195777.0,2793859.0
Argentina,2020-10-19,100909.0,82.87,28896.0,45195777.0,2981515.0
Argentina,2020-10-26,82944.0,81.94,31140.0,45195777.0,3147726.0
Argentina,2020-11-02,68649.0,81.94,33560.0,45195777.0,3300882.0
Argentina,2020-11-09,68309.0,79.17,35436.0,45195777.0,3446960.0
Argentina,2020-11-16,59875.0,79.17,37002.0,45195777.0,3588650.0
Argentina,2020-11-23,48441.0,79.17,38473.0,45195777.0,3712747.0
Argentina,2020-11-30,44303.0,79.17,39770.0,45195777.0,3845523.0
Argentina,2020-12-07,35050.0,79.17,40766.0,45195777.0,3966922.0
Argentina,2020-12-14,43125.0,79.17,41813.0,45195777.0,4132642.0
Argentina,2020-12-21,42012.0,79.17,42650.0,45195777.0,4286444.0
Argentina,2020-12-28,57421.0,79.17,43482.0,45195777.0,4475796.0
Argentina,2021-01-04,81499.0,79.17,44495.0,45195777.0,4737019.0
Argentina,2021-01-11,77026.0,79.17,45407.0,45195777.0,5010156.0
Argentina,2021-01-18,67980.0,79.17,46827.0,45195777.0,5270803.0
Argentina,2021-01-25,60016.0,79.17,47974.0,45195777.0,5534279.0
Argentina,2021-02-01,53108.0,79.17,49171.0,45195777.0,5792145.0
Argentina,2021-02-08,45451.0,79.17,50236.0,45195777.0,6038767.0
Argentina,2021-02-15,38536.0,79.17,51198.0,45195777.0,6283450.0
Argentina,2021-02-22,43031.0,77.31,51965.0,45195777.0,6517474.0
Argentina,2021-03-01,42271.0,77.31,52880.0,45195777.0,6724350.0
Argentina,2021-03-08,46086.0,71.76,53670.0,45195777.0,6939073.0
Argentina,2021-03-15,50049.0,71.76,54545.0,45195777.0,7160678.0
Argentina,2021-03-22,62826.0,71.76,55449.0,45195777.0,7401900.0
Argentina,2021-03-29,84895.0,71.76,56199.0,45195777.0,7675640.0
Argentina,2021-04-05,139070.0,77.31,57779.0,45195777.0,8027181.0
Argentina,2021-04-12,161452.0,77.31,59228.0,45195777.0,8335172.0
Argentina,2021-04-19,166870.0,77.31,61644.0,45195777.0,8611318.0
Argentina,2021-04-26,144375.0,77.31,64252.0,45195777.0,8844495.0
Argentina,2021-05-03,142481.0,84.26,67325.0,45195777.0,8951195.0
Australia,2020-03-16,1252.0,47.22,7.0,25499881.0,143056.0
Australia,2020-03-23,2435.0,71.3,16.0,25499881.0,211261.0
Australia,2020-03-30,1703.0,73.15,35.0,25499881.0,297154.0
Australia,2020-04-06,628.0,73.15,60.0,25499881.0,353941.0
Australia,2020-04-13,295.0,73.15,67.0,25499881.0,420996.0
Australia,2020-04-20,104.0,69.44,83.0,25499881.0,506449.0
Australia,2020-04-27,108.0,69.44,95.0,25499881.0,633107.0
Australia,2020-05-04,126.0,69.44,97.0,25499881.0,827872.0
Australia,2020-05-11,106.0,69.44,99.0,25499881.0,1042126.0
Australia,2020-05-18,60.0,67.13,102.0,25499881.0,1224795.0
Australia,2020-05-25,88.0,65.28,103.0,25499881.0,1454568.0
Australia,2020-06-01,63.0,62.04,102.0,25499881.0,1617462.0
Australia,2020-06-08,70.0,62.04,102.0,25499881.0,1812353.0
Australia,2020-06-15,139.0,50.46,102.0,25499881.0,2041324.0
Australia,2020-06-22,290.0,52.31,104.0,25499881.0,2379175.0
Australia,2020-06-29,819.0,68.98,106.0,25499881.0,2713435.0
Australia,2020-07-06,1397.0,75.46,108.0,25499881.0,3075488.0
Australia,2020-07-13,2089.0,71.76,123.0,25499881.0,3476463.0
Australia,2020-07-20,2866.0,68.06,161.0,25499881.0,3935124.0
Australia,2020-07-27,3383.0,71.76,221.0,25499881.0,4346382.0
Australia,2020-08-03,3079.0,75.46,313.0,25499881.0,4857414.0
Australia,2020-08-10,2161.0,75.46,421.0,25499881.0,5297558.0
Australia,2020-08-17,1357.0,75.46,517.0,25499881.0,5706587.0
Australia,2020-08-24,831.0,75.46,652.0,25499881.0,6168229.0
Australia,2020-08-31,575.0,75.46,762.0,25499881.0,6657348.0
Australia,2020-09-07,371.0,75.46,816.0,25499881.0,7016090.0
Australia,2020-09-14,220.0,75.46,851.0,25499881.0,7296252.0
Australia,2020-09-21,132.0,75.46,875.0,25499881.0,7546223.0
Australia,2020-09-28,104.0,68.06,894.0,25499881.0,7679651.0
Australia,2020-10-05,137.0,68.06,898.0,25499881.0,8008111.0
Australia,2020-10-12,114.0,68.06,905.0,25499881.0,8276036.0
Australia,2020-10-19,126.0,68.06,905.0,25499881.0,8535842.0
Australia,2020-10-26,76.0,68.06,907.0,25499881.0,8825186.0
Australia,2020-11-02,64.0,55.09,907.0,25499881.0,9097814.0
Australia,2020-11-09,84.0,55.09,907.0,25499881.0,9379339.0
Australia,2020-11-16,85.0,55.09,907.0,25499881.0,9709190.0
Australia,2020-11-23,68.0,50.0,908.0,25499881.0,9972019.0
Australia,2020-11-30,70.0,62.5,908.0,25499881.0,10181797.0
Australia,2020-12-07,65.0,62.5,908.0,25499881.0,10376952.0
Australia,2020-12-14,161.0,70.83,908.0,25499881.0,10579410.0
Australia,2020-12-21,139.0,70.83,909.0,25499881.0,11095166.0
Australia,2020-12-28,167.0,70.83,909.0,25499881.0,11428730.0
Australia,2021-01-04,110.0,70.83,909.0,25499881.0,12001728.0
Australia,2021-01-11,107.0,55.09,909.0,25499881.0,12405954.0
Australia,2021-01-18,56.0,55.09,909.0,25499881.0,12681350.0
Australia,2021-01-25,41.0,70.83,909.0,25499881.0,12951776.0
Australia,2021-02-01,39.0,78.24,909.0,25499881.0,13261889.0
Australia,2021-02-08,43.0,70.83,909.0,25499881.0,13638907.0
Australia,2021-02-15,30.0,78.24,909.0,25499881.0,14053806.0
Australia,2021-02-22,48.0,53.24,909.0,25499881.0,14349465.0
Australia,2021-03-01,68.0,50.46,909.0,25499881.0,14515635.0
Australia,2021-03-08,84.0,50.46,909.0,25499881.0,14901292.0
Australia,2021-03-15,76.0,44.91,909.0,25499881.0,15187732.0
Australia,2021-03-22,70.0,50.46,909.0,25499881.0,15438469.0
Australia,2021-03-29,81.0,75.46,909.0,25499881.0,15698886.0
Australia,2021-04-05,62.0,46.76,909.0,25499881.0,16113569.0
Australia,2021-04-12,114.0,46.76,910.0,25499881.0,16357455.0
Australia,2021-04-19,147.0,75.46,910.0,25499881.0,16522373.0
Australia,2021-04-26,158.0,75.46,910.0,25499881.0,16907151.0
Australia,2021-05-03,93.0,48.61,910.0,25499881.0,17221109.0
Austria,2020-03-30,3263.0,81.48,204.0,9006400.0,108416.0
Austria,2020-04-06,1894.0,81.48,350.0,9006400.0,144877.0
Austria,2020-04-13,804.0,81.48,452.0,9006400.0,179244.0
Austria,2020-04-20,476.0,77.78,542.0,9006400.0,227631.0
Austria,2020-04-27,372.0,75.0,598.0,9006400.0,274355.0
Austria,2020-05-04,274.0,64.81,618.0,9006400.0,316508.0
Austria,2020-05-11,371.0,59.26,629.0,9006400.0,362509.0
Austria,2020-05-18,261.0,59.26,640.0,9006400.0,401857.0
Austria,2020-05-25,228.0,59.26,668.0,9006400.0,448534.0
Austria,2020-06-01,171.0,53.7,672.0,9006400.0,489597.0
Austria,2020-06-08,207.0,50.0,677.0,9006400.0,524840.0
Austria,2020-06-15,232.0,50.0,690.0,9006400.0,560584.0
Austria,2020-06-22,313.0,50.0,702.0,9006400.0,602520.0
Austria,2020-06-29,626.0,50.0,706.0,9006400.0,647804.0
Austria,2020-07-06,617.0,41.67,708.0,9006400.0,696740.0
Austria,2020-07-13,758.0,37.96,711.0,9006400.0,748669.0
Austria,2020-07-20,817.0,37.96,712.0,9006400.0,847898.0
Austria,2020-07-27,832.0,37.96,718.0,9006400.0,905314.0
Austria,2020-08-03,729.0,37.96,721.0,9006400.0,961868.0
Austria,2020-08-10,1337.0,37.96,728.0,9006400.0,1018490.0
Austria,2020-08-17,1883.0,37.96,732.0,9006400.0,1094987.0
Austria,2020-08-24,1913.0,37.96,733.0,9006400.0,1172092.0
Austria,2020-08-31,2105.0,37.96,736.0,9006400.0,1255825.0
Austria,2020-09-07,3888.0,36.11,756.0,9006400.0,1342066.0
Austria,2020-09-14,4936.0,37.04,766.0,9006400.0,1444683.0
Austria,2020-09-21,4781.0,37.04,787.0,9006400.0,1555499.0
Austria,2020-09-28,5270.0,40.74,813.0,9006400.0,1686373.0
Austria,2020-10-05,7173.0,40.74,852.0,9006400.0,1809263.0
Austria,2020-10-12,9487.0,58.8,893.0,9006400.0,1938028.0
Austria,2020-10-19,16005.0,60.19,979.0,9006400.0,2088359.0
Austria,2020-10-26,29070.0,64.81,1130.0,9006400.0,2256051.0
Austria,2020-11-02,43272.0,75.0,1411.0,9006400.0,2452692.0
Austria,2020-11-09,50803.0,75.0,1829.0,9006400.0,2667880.0
Austria,2020-11-16,43232.0,82.41,2388.0,9006400.0,2881435.0
Austria,2020-11-23,32520.0,82.41,3105.0,9006400.0,3083264.0
Austria,2020-11-30,23722.0,82.41,3840.0,9006400.0,3247511.0
Austria,2020-12-07,19033.0,71.3,4473.0,9006400.0,3407510.0
Austria,2020-12-14,16391.0,71.3,5351.0,9006400.0,3593276.0
Austria,2020-12-21,13038.0,82.41,5881.0,9006400.0,3757237.0
Austria,2020-12-28,13876.0,82.41,6324.0,9006400.0,3857382.0
Austria,2021-01-04,14954.0,82.41,6723.0,9006400.0,3905482.0
Austria,2021-01-11,13056.0,82.41,7082.0,9006400.0,7590771.0
Austria,2021-01-18,10936.0,82.41,7418.0,9006400.0,8735122.0
Austria,2021-01-25,9684.0,82.41,7721.0,9006400.0,9355779.0
Austria,2021-02-01,9441.0,82.41,8012.0,9006400.0,10313170.0
Austria,2021-02-08,9648.0,79.63,8211.0,9006400.0,11763032.0
Austria,2021-02-15,11887.0,75.93,8386.0,9006400.0,13327784.0
Austria,2021-02-22,14066.0,75.93,8561.0,9006400.0,14907781.0
Austria,2021-03-01,15630.0,75.93,8713.0,9006400.0,16533132.0
Austria,2021-03-08,18498.0,75.93,8873.0,9006400.0,18346043.0
Austria,2021-03-15,20585.0,71.76,9074.0,9006400.0,20316556.0
Austria,2021-03-22,22312.0,71.76,9256.0,9006400.0,22455472.0
Austria,2021-03-29,22290.0,73.61,9449.0,9006400.0,24647471.0
Austria,2021-04-05,18252.0,77.31,9687.0,9006400.0,26679075.0
Austria,2021-04-12,16416.0,77.31,9898.0,9006400.0,28823897.0
Austria,2021-04-19,15556.0,77.31,10087.0,9006400.0,30688612.0
Austria,2021-04-26,13131.0,75.46,10245.0,9006400.0,32383974.0
Austria,2021-05-03,8966.0,73.61,10382.0,9006400.0,34504177.0
Azerbaijan,2021-04-26,8374.0,75.93,4561.0,10139175.0,3253878.0
Azerbaijan,2021-05-03,5336.0,73.15,4680.0,10139175.0,3330985.0
Bahrain,2020-03-16,120.0,69.44,2.0,1701583.0,19098.0
Bahrain,2020-03-23,165.0,78.7,4.0,1701583.0,31895.0
Bahrain,2020-03-30,201.0,78.7,4.0,1701583.0,44386.0
Bahrain,2020-04-06,436.0,78.7,6.0,1701583.0,63973.0
Bahrain,2020-04-13,745.0,75.0,7.0,1701583.0,86732.0
Bahrain,2020-04-20,766.0,75.0,8.0,1701583.0,114110.0
Bahrain,2020-04-27,736.0,75.0,8.0,1701583.0,144155.0
Bahrain,2020-05-04,1558.0,75.0,8.0,1701583.0,184029.0
Bahrain,2020-05-11,2015.0,75.0,12.0,1701583.0,236828.0
Bahrain,2020-05-18,2182.0,75.0,14.0,1701583.0,281204.0
Bahrain,2020-05-25,2260.0,75.0,19.0,1701583.0,316807.0
Bahrain,2020-06-01,3365.0,75.0,26.0,1701583.0,367056.0
Bahrain,2020-06-08,3464.0,75.0,42.0,1701583.0,418413.0
Bahrain,2020-06-15,3537.0,75.0,63.0,1701583.0,470409.0
Bahrain,2020-06-22,3941.0,75.0,83.0,1701583.0,529242.0
Bahrain,2020-06-29,3662.0,75.0,97.0,1701583.0,602151.0
Bahrain,2020-07-06,3574.0,75.0,108.0,1701583.0,656659.0
Bahrain,2020-07-13,3481.0,69.44,126.0,1701583.0,717723.0
Bahrain,2020-07-20,2709.0,69.44,140.0,1701583.0,780081.0
Bahrain,2020-07-27,2405.0,69.44,147.0,1701583.0,842992.0
Bahrain,2020-08-03,2475.0,69.44,162.0,1701583.0,892926.0
Bahrain,2020-08-10,2824.0,69.44,170.0,1701583.0,962334.0
Bahrain,2020-08-17,2495.0,69.44,184.0,1701583.0,1029969.0
Bahrain,2020-08-24,2244.0,60.19,189.0,1701583.0,1100729.0
Bahrain,2020-08-31,3841.0,60.19,199.0,1701583.0,1172808.0
Bahrain,2020-09-07,4892.0,60.19,212.0,1701583.0,1240204.0
Bahrain,2020-09-14,4732.0,63.89,221.0,1701583.0,1324002.0
Bahrain,2020-09-21,4322.0,63.89,242.0,1701583.0,1398454.0
Bahrain,2020-09-28,3301.0,60.19,260.0,1701583.0,1468655.0
Bahrain,2020-10-05,2952.0,60.19,275.0,1701583.0,1538925.0
Bahrain,2020-10-12,2288.0,60.19,300.0,1701583.0,1607692.0
Bahrain,2020-10-19,2353.0,60.19,312.0,1701583.0,1678847.0
Bahrain,2020-10-26,1668.0,60.19,321.0,1701583.0,1749872.0
Bahrain,2020-11-02,1533.0,54.63,329.0,1701583.0,1823595.0
Bahrain,2020-11-09,1247.0,54.63,334.0,1701583.0,1894421.0
Bahrain,2020-11-16,1002.0,54.63,338.0,1701583.0,1962910.0
Bahrain,2020-11-23,1082.0,54.63,341.0,1701583.0,2033895.0
Bahrain,2020-11-30,1143.0,54.63,341.0,1701583.0,2108301.0
Bahrain,2020-12-07,1213.0,54.63,348.0,1701583.0,2180017.0
Bahrain,2020-12-14,1139.0,50.93,349.0,1701583.0,2252164.0
Bahrain,2020-12-21,1451.0,50.93,351.0,1701583.0,2317781.0
Bahrain,2020-12-28,1745.0,50.93,352.0,1701583.0,2382934.0
Bahrain,2021-01-04,2080.0,50.93,356.0,1701583.0,2463161.0
Bahrain,2021-01-11,2049.0,50.93,360.0,1701583.0,2541873.0
Bahrain,2021-01-18,2210.0,54.63,367.0,1701583.0,2616227.0
Bahrain,2021-01-25,3240.0,58.33,375.0,1701583.0,2701085.0
Bahrain,2021-02-01,4272.0,58.33,380.0,1701583.0,2766759.0
Bahrain,2021-02-08,5413.0,58.33,403.0,1701583.0,2886600.0
Bahrain,2021-02-15,5067.0,58.33,423.0,1701583.0,2980752.0
Bahrain,2021-02-22,4585.0,55.56,449.0,1701583.0,3077307.0
Bahrain,2021-03-01,4208.0,55.56,472.0,1701583.0,3179511.0
Bahrain,2021-03-08,4399.0,61.11,484.0,1701583.0,3259914.0
Bahrain,2021-03-15,4981.0,53.7,500.0,1701583.0,3368947.0
Bahrain,2021-03-22,5863.0,56.48,513.0,1701583.0,3514202.0
Bahrain,2021-03-29,6972.0,56.48,536.0,1701583.0,3633535.0
Bahrain,2021-04-05,7645.0,56.48,557.0,1701583.0,3761531.0
Bahrain,2021-04-12,7648.0,56.48,594.0,1701583.0,3852868.0
Bahrain,2021-04-19,7260.0,56.48,624.0,1701583.0,3997605.0
Bahrain,2021-04-26,7927.0,53.7,651.0,1701583.0,4108476.0
Bahrain,2021-05-03,10059.0,53.7,685.0,1701583.0,4222173.0
Bahrain,2021-05-10,1662.0,53.7,691.0,1701583.0,4238466.0
Bangladesh,2020-03-16,22.0,81.48,2.0,164689383.0,620.0
Bangladesh,2020-03-23,21.0,84.26,5.0,164689383.0,1338.0
Bangladesh,2020-03-30,40.0,87.04,9.0,164689383.0,3610.0
Bangladesh,2020-04-06,533.0,93.52,34.0,164689383.0,11223.0
Bangladesh,2020-04-13,1835.0,93.52,91.0,164689383.0,26604.0
Bangladesh,2020-04-20,2960.0,93.52,145.0,164689383.0,50401.0
Bangladesh,2020-04-27,4039.0,93.52,177.0,164689383.0,87694.0
Bangladesh,2020-05-04,5202.0,89.81,228.0,164689383.0,122657.0
Bangladesh,2020-05-11,7611.0,93.52,328.0,164689383.0,175408.0
Bangladesh,2020-05-18,11342.0,93.52,480.0,164689383.0,243636.0
Bangladesh,2020-05-25,13543.0,93.52,650.0,164689383.0,308993.0
Bangladesh,2020-06-01,18616.0,62.96,888.0,164689383.0,397950.0
Bangladesh,2020-06-08,21751.0,62.96,1171.0,164689383.0,504428.0
Bangladesh,2020-06-15,24786.0,74.54,1464.0,164689383.0,615127.0
Bangladesh,2020-06-22,25481.0,74.54,1738.0,164689383.0,733160.0
Bangladesh,2020-06-29,24630.0,74.54,2052.0,164689383.0,849025.0
Bangladesh,2020-07-06,21378.0,74.54,2352.0,164689383.0,943487.0
Bangladesh,2020-07-13,20730.0,80.09,2618.0,164689383.0,1031262.0
Bangladesh,2020-07-20,18928.0,80.09,2928.0,164689383.0,1114521.0
Bangladesh,2020-07-27,17293.0,80.09,3154.0,164689383.0,1192258.0
Bangladesh,2020-08-03,16854.0,80.09,3399.0,164689383.0,1263282.0
Bangladesh,2020-08-10,18949.0,80.09,3657.0,164689383.0,1354629.0
Bangladesh,2020-08-17,18049.0,80.09,3941.0,164689383.0,1445619.0
Bangladesh,2020-08-24,16224.0,80.09,4248.0,164689383.0,1540712.0
Bangladesh,2020-08-31,14335.0,80.09,4479.0,164689383.0,1632275.0
Bangladesh,2020-09-07,12363.0,80.09,4733.0,164689383.0,1731443.0
Bangladesh,2020-09-14,11398.0,80.09,4939.0,164689383.0,1824233.0
Bangladesh,2020-09-21,10230.0,80.09,5161.0,164689383.0,1912423.0
Bangladesh,2020-09-28,9542.0,80.09,5348.0,164689383.0,1992627.0
Bangladesh,2020-10-05,9576.0,80.09,5524.0,164689383.0,2073958.0
Bangladesh,2020-10-12,10303.0,80.09,5660.0,164689383.0,2166531.0
Bangladesh,2020-10-19,10246.0,80.09,5803.0,164689383.0,2260447.0
Bangladesh,2020-10-26,10437.0,80.09,5941.0,164689383.0,2347997.0
Bangladesh,2020-11-02,10986.0,80.09,6067.0,164689383.0,2440429.0
Bangladesh,2020-11-09,12095.0,80.09,6194.0,164689383.0,2539021.0
Bangladesh,2020-11-16,15008.0,80.09,6388.0,164689383.0,2646899.0
Bangladesh,2020-11-23,15066.0,80.09,6609.0,164689383.0,2755156.0
Bangladesh,2020-11-30,15138.0,80.09,6838.0,164689383.0,2860996.0
Bangladesh,2020-12-07,12988.0,80.09,7052.0,164689383.0,2967457.0
Bangladesh,2020-12-14,10180.0,80.09,7280.0,164689383.0,3072491.0
Bangladesh,2020-12-21,8435.0,80.09,7452.0,164689383.0,3168721.0
Bangladesh,2020-12-28,6871.0,80.09,7626.0,164689383.0,3257138.0
Bangladesh,2021-01-04,6434.0,80.09,7781.0,164689383.0,3354659.0
Bangladesh,2021-01-11,5179.0,80.09,7906.0,164689383.0,3454793.0
Bangladesh,2021-01-18,4167.0,80.09,8023.0,164689383.0,3552898.0
Bangladesh,2021-01-25,3340.0,81.02,8127.0,164689383.0,3649062.0
Bangladesh,2021-02-01,2923.0,81.02,8205.0,164689383.0,3746083.0
Bangladesh,2021-02-08,2530.0,81.02,8274.0,164689383.0,3845187.0
Bangladesh,2021-02-15,2759.0,81.02,8349.0,164689383.0,3944744.0
Bangladesh,2021-02-22,2865.0,81.02,8408.0,164689383.0,4041098.0
Bangladesh,2021-03-01,4114.0,81.02,8462.0,164689383.0,4143276.0
Bangladesh,2021-03-08,7065.0,81.02,8545.0,164689383.0,4261622.0
Bangladesh,2021-03-15,13483.0,81.02,8690.0,164689383.0,4406190.0
Bangladesh,2021-03-22,24836.0,81.02,8904.0,164689383.0,4588396.0
Bangladesh,2021-03-29,41650.0,83.33,9266.0,164689383.0,4782951.0
Bangladesh,2021-04-05,47392.0,83.33,9739.0,164689383.0,5002431.0
Bangladesh,2021-04-12,34194.0,83.33,10385.0,164689383.0,5169633.0
